REGION;CITY;addr:street;addr:housenumber;SEX;count;;
Челябинская;Челябинск;26 Бакинских Комиссаров;86;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;86;мужской;3;;
Челябинская;Челябинск;26 Бакинских Комиссаров;86А;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;87;женский;2;;
Челябинская;Челябинск;26 Бакинских Комиссаров;87;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;88А;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;9;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;9;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;91;женский;4;;
Челябинская;Челябинск;26 Бакинских Комиссаров;92;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;92;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;93;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;94;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;94;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;95;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;96;женский;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;96;мужской;2;;
Челябинская;Челябинск;26 Бакинских Комиссаров;97;женский;2;;
Челябинская;Челябинск;26 Бакинских Комиссаров;98;женский;3;;
Челябинская;Челябинск;26 Бакинских Комиссаров;98;мужской;1;;
Челябинская;Челябинск;26 Бакинских Комиссаров;98А;женский;1;;
Челябинская;Челябинск;3 Интернационала;11;мужской;1;;
Челябинская;Челябинск;3 Интернационала;111;женский;20;;
Челябинская;Челябинск;3 Интернационала;111;мужской;10;;
Челябинская;Челябинск;3 Интернационала;111А;женский;1;;
